property_scope,availability,location,bedrooms,total_sqft,bathrooms,balconies,buying_status,BER,renovation_needed,price_per_sqft,sqft_per_room,log_total_sqft,log_price_per_sqft
Constructed Space,0,South Dublin,2,1100.0,2,2,0,7,2,448.84,275.0,7.00397413672268,6.108891963983946
Extended Coverage,353,Dun Laoghaire,3,1255.0,3,2,0,7,2,702.52,209.16666666666666,7.135687347028144,6.5560963054325
Extended Coverage,354,DCC,3,1482.0,3,2,1,1,0,658.64,247.0,7.301822342137932,6.49169423166057
Extended Coverage,0,Dun Laoghaire,2,1344.0,2,1,0,5,2,912.05,336.0,7.20414929203594,6.816790643608043
Extended Coverage,169,South Dublin,3,1275.0,2,2,1,1,0,354.3,255.0,7.151485463904735,5.872962503026981
Land Parcel,0,Fingal,3,462.0,3,1,0,6,2,933.55,77.0,6.137727054086234,6.840065130012187
Extended Coverage,0,DCC,2,1210.0,2,2,0,5,2,797.31,302.5,7.099201743553092,6.682496993192361
Extended Coverage,78,DCC,3,1532.0,3,2,0,7,2,727.01,255.33333333333334,7.334981878871814,6.590314784366081
Extended Coverage,0,DCC,2,1245.0,2,2,0,4,2,1002.81,311.25,7.1276936993473985,6.911558039315064
Extended Coverage,0,DCC,2,1212.0,2,2,1,5,2,468.23,303.0,7.10085190894405,6.15109305335426
Extended Coverage,291,Dun Laoghaire,2,1230.0,2,1,0,3,1,599.8,307.5,7.115582126184454,6.398262100449925
Extended Coverage,0,DCC,3,2257.0,3,2,0,6,2,799.58,376.1666666666667,7.722234744709607,6.6853364649823845
Extended Coverage,0,DCC,2,1246.0,2,1,0,7,2,595.74,311.5,7.1284959456800365,6.391481507642419
Extended Coverage,0,South Dublin,2,1080.0,2,2,0,5,2,430.88,270.0,6.985641817639208,6.06814777187894
Extended Coverage,0,DCC,3,1360.0,2,3,0,6,2,709.38,272.0,7.215975002651466,6.5658000381285
Extended Coverage,0,South Dublin,2,1260.0,2,2,0,7,2,431.3,315.0,7.13966033596492,6.069119791673586
Constructed Space,0,Fingal,4,1200.0,3,0,0,6,2,1040.42,171.42857142857142,7.0909098220799835,6.948340445460845
Extended Coverage,0,DCC,2,1418.0,2,2,0,1,0,832.44,354.5,7.257707677160043,6.725561713996881
Extended Coverage,0,DCC,2,950.0,2,1,0,6,2,465.95,237.5,6.85751406254539,6.146222185555727
Extended Coverage,0,DCC,2,1020.0,2,2,1,2,1,612.01,255.0,6.928537818164665,6.418381249016855
Extended Coverage,138,Fingal,3,1400.0,2,2,0,6,2,327.85,280.0,7.244941546337007,5.79560171974736
Land Parcel,0,Fingal,4,1440.0,4,0,1,1,0,693.61,180.0,7.273092595999522,6.543350536981463
Extended Coverage,138,DCC,2,1175.0,2,1,0,6,2,666.51,293.75,7.069874128458572,6.503554371435595
Extended Coverage,0,Fingal,2,1185.0,2,1,1,1,0,384.75,296.25,7.078341579557671,5.95518949124327
Extended Coverage,0,Fingal,3,2250.0,3,1,0,3,1,570.02,375.0,7.719129840906732,6.347424235312307
Extended Coverage,0,Dun Laoghaire,2,1178.0,2,2,0,4,2,389.54,294.5,7.072421900537371,5.967530396812351
Extended Coverage,0,Dun Laoghaire,1,825.0,1,1,1,2,1,617.72,412.5,6.716594773520978,6.427652827858987
Extended Coverage,138,Fingal,3,1250.0,3,2,0,6,2,390.44,208.33333333333334,7.1316985104669115,5.969832246980868
Extended Coverage,0,DCC,2,1113.12,2,2,1,6,2,560.81,278.28,7.015820134614041,6.331163714440526
Extended Coverage,0,DCC,2,1010.0,2,1,0,2,1,393.32,252.5,6.918695219020472,5.977162762397122
Extended Coverage,355,Dun Laoghaire,2,900.0,2,1,1,2,1,517.06,225.0,6.803505257608338,6.250091065667523
Land Parcel,0,South Dublin,1,540.0,1,1,0,3,1,346.81,270.0,6.293419278846481,5.851656353663259
Extended Coverage,138,Dun Laoghaire,2,1020.0,2,2,0,4,2,327.81,255.0,6.928537818164665,5.795480076344844
Extended Coverage,169,DCC,2,1194.0,2,1,0,1,0,681.0,298.5,7.085901464365611,6.525029657843462
Extended Coverage,0,Dun Laoghaire,2,1108.0,2,1,1,7,2,687.86,277.0,7.011213987350367,6.535038057333775
Extended Coverage,20,Dun Laoghaire,2,700.0,2,1,0,7,2,567.34,175.0,6.55250788703459,6.342719831185987
Extended Coverage,0,South Dublin,3,1600.0,3,3,1,1,0,482.38,266.6666666666667,7.3783837129967145,6.18080309380983
Extended Coverage,0,DCC,3,1850.0,3,2,0,6,2,552.16,308.3333333333333,7.523481312573497,6.315647290596457
Extended Coverage,0,Fingal,2,1250.0,2,2,0,7,2,299.64,312.5,7.1316985104669115,5.705913535665156
Constructed Space,0,DCC,1,600.0,1,1,0,6,2,813.42,300.0,6.398594934535208,6.702476203451495
Extended Coverage,0,Fingal,2,1140.0,2,1,1,6,2,490.54,285.0,7.039660349862076,6.197543319795599
Extended Coverage,0,Fingal,3,1200.0,2,2,1,2,1,709.38,240.0,7.0909098220799835,6.5658000381285
Extended Coverage,0,Fingal,2,985.0,2,1,0,1,0,633.76,246.25,6.893656354602635,6.4532469746946415
Extended Coverage,0,DCC,2,982.0,2,2,1,4,2,635.69,245.5,6.890609120147166,6.456282880915659
Constructed Space,0,Fingal,1,600.0,1,0,0,5,2,378.33,300.0,6.398594934535208,5.938406538633336
Extended Coverage,0,DCC,2,1314.0,2,2,0,7,2,594.28,328.5,7.181591944611865,6.389031883089006
Extended Coverage,0,Fingal,3,1700.0,2,2,0,6,2,457.34,340.0,7.438971592395862,6.127611266781323
Extended Coverage,138,South Dublin,2,1077.0,2,2,0,6,2,980.08,269.25,6.982862751468942,6.888654005679736
Extended Coverage,0,Other,3,1643.0,3,2,1,2,1,518.11,273.8333333333333,7.404887575616125,6.252115806758594
Land Parcel,0,DCC,3,1200.0,3,1,0,2,1,633.71,200.0,7.0909098220799835,6.453168201663336
Extended Coverage,0,Dun Laoghaire,2,1116.0,2,1,1,2,1,527.94,279.0,7.018401799069201,6.270875003875495
Extended Coverage,0,South Dublin,2,1020.0,2,1,1,1,0,465.35,255.0,6.928537818164665,6.144936425172872
Constructed Space,0,Fingal,3,1740.0,3,2,1,4,2,358.76,290.0,7.462214939768189,5.885437142462452
Extended Coverage,138,South Dublin,2,1225.0,2,2,0,5,2,435.47,306.25,7.111512116496157,6.078719644395407
Constructed Space,0,Dun Laoghaire,3,1241.0,2,1,1,2,1,557.9,248.2,7.124478262493424,6.325970566275652
Extended Coverage,0,DCC,2,1041.0,2,2,0,3,1,442.66,260.25,6.948897222313312,6.095058503318088
Extended Coverage,0,Fingal,2,1050.0,2,2,0,4,2,497.24,262.5,6.957497370876951,6.211081888645634
Extended Coverage,141,Dun Laoghaire,2,1309.0,2,3,0,6,2,558.31,327.25,7.177782416195197,6.326703881159928
Extended Coverage,0,South Dublin,2,1128.0,2,2,0,4,2,452.79,282.0,7.029087564149662,6.117634535963674
Extended Coverage,0,Fingal,3,1430.0,2,1,0,1,0,396.85,286.0,7.266128779556451,5.986075049823544
Extended Coverage,353,DCC,2,1065.0,2,1,1,6,2,510.06,266.25,6.97166860472579,6.236487000140634
Extended Coverage,0,South Dublin,2,1085.0,2,1,1,3,1,669.49,271.25,6.990256500493881,6.5080087883674125
Land Parcel,0,South Dublin,1,750.0,1,1,1,1,0,454.0,375.0,6.621405651764134,6.12029741895095
Extended Coverage,0,DCC,2,981.0,2,2,0,2,1,431.32,245.25,6.889591308354466,6.069166054771834
Usable Interior,352,DCC,4,1548.3,4,1,0,7,2,945.65,193.5375,7.345558495002246,6.852929436698358
Constructed Space,0,South Dublin,3,1410.0,2,2,0,4,2,482.98,282.0,7.252053951852814,6.182043583548792
Extended Coverage,78,DCC,3,1525.84,3,1,1,2,1,870.31,254.30666666666664,7.330955519113174,6.769997826274559
Extended Coverage,0,DCC,2,1200.0,2,2,1,5,2,402.92,300.0,7.0909098220799835,6.00121683855066
Constructed Space,0,Fingal,2,1030.0,2,2,0,6,2,881.55,257.5,6.93828448401696,6.782815444426288
Extended Coverage,0,South Dublin,3,1852.0,2,2,0,6,2,582.21,370.4,7.52456122628536,6.36854732732385
Constructed Space,352,Dun Laoghaire,2,1160.0,2,1,1,1,0,327.78,290.0,7.057036981697891,5.795388834081364
Constructed Space,0,DCC,2,918.0,2,1,0,6,2,605.83,229.5,6.823286122355687,6.408248685935862
Extended Coverage,353,Dun Laoghaire,3,1255.0,2,1,1,2,1,813.94,251.0,7.135687347028144,6.703114490898903
Constructed Space,0,DCC,3,1150.0,2,2,0,4,2,492.49,230.0,7.048386408721883,6.201502595243712
Constructed Space,77,Fingal,2,1150.0,2,2,0,5,2,681.0,287.5,7.048386408721883,6.525029657843462
Extended Coverage,0,Dun Laoghaire,2,1227.0,2,2,0,4,2,494.79,306.75,7.113142108707088,6.20615244997453
Extended Coverage,352,Dun Laoghaire,3,1255.0,3,2,1,7,2,702.52,209.16666666666666,7.135687347028144,6.5560963054325
Extended Coverage,0,DCC,2,1198.0,2,1,0,4,2,776.88,299.5,7.089243155027514,6.656572270636682
Extended Coverage,0,DCC,3,2072.0,4,2,0,7,2,761.41,296.0,7.636752112435779,6.636484468728264
Extended Coverage,0,South Dublin,2,797.0,2,1,1,3,1,455.71,199.25,6.682108597449809,6.12404861616319
Constructed Space,0,Fingal,3,1350.0,2,3,0,5,2,571.7,270.0,7.208600337960199,6.350362019399812
Extended Coverage,0,DCC,3,2215.0,4,2,0,3,1,819.86,316.42857142857144,7.703459047867175,6.710352571160078
Extended Coverage,355,Dun Laoghaire,1,525.0,1,1,0,3,1,648.57,262.5,6.26530121273771,6.476310605515025
Extended Coverage,0,Other,3,1500.0,2,1,1,7,2,681.0,300.0,7.313886831633462,6.525029657843462
Land Parcel,0,Fingal,2,900.0,2,0,0,2,1,693.61,225.0,6.803505257608338,6.543350536981463
Extended Coverage,0,South Dublin,3,1355.0,2,3,1,1,0,488.09,271.0,7.212294468500341,6.192546521619673
Extended Coverage,0,Fingal,3,1465.0,2,2,0,5,2,385.9,293.0,7.290292882446597,5.9581662617064675
Land Parcel,0,DCC,2,1006.0,2,1,0,4,2,643.09,251.5,6.914730892718563,6.46783846789281
Constructed Space,0,South Dublin,4,2000.0,4,1,0,2,1,425.62,250.0,7.601402334583733,6.055893687263672
Extended Coverage,230,Dun Laoghaire,2,1128.0,2,1,0,4,2,661.08,282.0,7.029087564149662,6.495386394557178
Constructed Space,0,Fingal,2,850.0,2,0,0,2,1,467.35,212.5,6.7464121285733745,6.14921587965514
Extended Coverage,0,South Dublin,3,1310.0,2,3,0,2,1,589.16,262.0,7.1785454837637,6.380393686576046
Extended Coverage,0,DCC,2,1390.0,2,2,1,3,1,702.23,347.5,7.237778191923443,6.555684007577006
Extended Coverage,0,South Dublin,3,1390.0,2,2,1,4,2,624.25,278.0,7.237778191923443,6.4381515697577285
Extended Coverage,0,Dun Laoghaire,2,1170.0,2,1,1,4,2,320.13,292.5,7.065613363597717,5.771846025569634
Extended Coverage,0,DCC,3,1385.0,2,2,0,6,2,409.75,277.0,7.234177179749849,6.017984756917378
Extended Coverage,0,DCC,2,1160.0,2,1,0,4,2,410.95,290.0,7.057036981697891,6.020901982761599
Extended Coverage,138,Fingal,2,1160.0,2,1,1,4,2,327.78,290.0,7.057036981697891,5.795388834081364
Extended Coverage,0,Fingal,3,1200.0,2,2,0,5,2,652.62,240.0,7.0909098220799835,6.482526142832832
Extended Coverage,0,Fingal,2,1475.0,2,2,0,1,0,423.22,368.75,7.297091005160418,6.05025218859107
Constructed Space,201,Dun Laoghaire,3,1939.0,3,0,1,5,2,573.65,323.1666666666667,7.570443252057374,6.353761159814768
Constructed Space,0,Fingal,2,850.0,2,2,0,2,1,560.82,212.5,6.7464121285733745,6.331181513894084
Constructed Space,137,DCC,1,675.0,1,1,1,5,2,756.67,337.5,6.516193076042964,6.630247934646819
Constructed Space,0,Dun Laoghaire,2,1060.0,2,1,0,3,1,546.08,265.0,6.966967138613983,6.30459504401335
Extended Coverage,169,Dun Laoghaire,2,1235.0,2,2,0,3,1,431.94,308.75,7.119635638017636,6.070599150271709
Extended Coverage,0,Fingal,2,1250.0,2,1,1,5,2,544.8,312.5,7.1316985104669115,6.302252608274238
Extended Coverage,0,DCC,2,1460.0,2,3,0,4,2,544.18,365.0,7.2868764117507,6.301116015363744
Extended Coverage,0,DCC,3,1690.0,3,2,1,7,2,570.86,281.6666666666667,7.43307534889858,6.348894206177589
Constructed Space,0,DCC,1,850.0,1,2,0,3,1,761.12,425.0,6.7464121285733745,6.636104023602884
Extended Coverage,0,Dun Laoghaire,3,1843.0,3,2,0,7,2,504.99,307.1666666666667,7.519692404116539,6.226516906246328
Constructed Space,0,Fingal,3,1680.0,3,2,0,3,1,790.45,280.0,7.427144133408616,6.673866706131747
Extended Coverage,0,DCC,2,1047.0,2,1,0,2,1,910.6,261.75,6.954638864880987,6.815201297371529
Extended Coverage,169,DCC,2,1100.0,2,2,0,4,2,361.14,275.0,7.00397413672268,5.8920308773924965
Extended Coverage,0,DCC,2,1120.0,2,3,0,4,2,537.1,280.0,7.02197642307216,6.288044416495374
Extended Coverage,0,Fingal,2,1095.0,2,2,0,4,2,397.3,273.75,6.999422467507961,5.987205490187598
Extended Coverage,292,Fingal,2,970.0,2,2,0,6,2,409.54,242.5,6.878326468291325,6.017473366289033
Constructed Space,0,DCC,3,1100.0,2,3,1,6,2,877.05,220.0,7.00397413672268,6.7777035396218634
Extended Coverage,0,Dun Laoghaire,3,1685.0,3,2,0,4,2,572.55,280.8333333333333,7.430114138561801,6.351845116727277
Constructed Space,0,Fingal,2,1148.0,2,1,0,2,1,583.32,287.0,7.046647277848756,6.370448777966549
Constructed Space,0,Fingal,2,1050.0,2,1,0,6,2,702.62,262.5,6.957497370876951,6.556238437701028
Extended Coverage,0,Fingal,3,1465.0,2,1,0,6,2,588.81,293.0,7.290292882446597,6.37980045113741
Constructed Space,351,Dun Laoghaire,1,630.0,1,1,1,1,0,1080.95,315.0,6.447305862541213,6.986520247617792
Extended Coverage,0,Fingal,3,1850.0,3,1,0,1,0,920.27,308.3333333333333,7.523481312573497,6.825753152901545
Constructed Space,0,Fingal,3,1350.0,3,1,1,5,2,504.44,225.0,7.208600337960199,6.225429337053775
Extended Coverage,0,South Dublin,3,1760.0,3,2,1,3,1,1031.82,293.3333333333333,7.473637108496206,6.9400482041783995
Extended Coverage,0,South Dublin,2,1200.0,2,0,0,2,1,397.25,300.0,7.0909098220799835,5.987079948790158
Constructed Space,0,Fingal,2,1100.0,2,1,0,5,2,804.82,275.0,7.00397413672268,6.6918603925038385
Constructed Space,0,DCC,2,1140.0,2,2,0,6,2,457.98,285.0,7.039660349862076,6.129006636126466
Extended Coverage,0,DCC,2,1410.0,2,2,0,3,1,362.23,352.5,7.252053951852814,5.895036242434962
Extended Coverage,0,Fingal,3,1434.0,2,1,0,7,2,533.39,286.8,7.268920128193722,6.281125909472503
Land Parcel,0,Other,2,1180.0,2,2,0,4,2,711.78,295.0,7.074116816197362,6.569172817401564
Extended Coverage,0,DCC,2,1160.0,2,2,0,6,2,410.95,290.0,7.057036981697891,6.020901982761599
Extended Coverage,0,South Dublin,2,1343.0,2,2,0,3,1,726.81,335.75,7.203405521083095,6.590040025122138
Constructed Space,0,South Dublin,2,1184.0,2,1,0,3,1,661.44,296.0,7.077498053569231,6.49592998772129
Extended Coverage,0,South Dublin,3,1305.0,2,1,0,2,1,513.14,261.0,7.174724309836376,6.2424956019090825
Extended Coverage,0,Fingal,3,1540.0,3,2,1,3,1,626.46,256.6666666666667,7.340186835320115,6.441679923954219
Extended Coverage,0,Dun Laoghaire,3,1550.0,3,3,0,3,1,476.77,258.3333333333333,7.346655163176539,6.169129445143161
Extended Coverage,0,Dun Laoghaire,3,1345.0,2,1,1,2,1,481.0,269.0,7.204892510204673,6.1779441140506
Extended Coverage,0,Fingal,3,975.0,2,2,0,4,2,523.85,195.0,6.883462586413092,6.263112507481806
Extended Coverage,0,DCC,2,1140.0,2,2,0,3,1,457.98,285.0,7.039660349862076,6.129006636126466
Extended Coverage,230,DCC,2,1152.0,2,1,1,7,2,340.5,288.0,7.050122520269059,5.833347679010845
Extended Coverage,353,Fingal,3,1033.0,2,2,1,6,2,346.1,206.6,6.9411900550683745,5.849612922867741
Extended Coverage,0,Fingal,2,1102.0,2,2,0,6,2,552.77,275.5,7.005789019253503,6.316749438088618
Extended Coverage,0,Fingal,3,1223.0,2,2,1,4,2,397.3,244.6,7.1098794630722715,5.987205490187598
Extended Coverage,77,Fingal,3,1762.0,3,3,0,3,1,721.45,293.6666666666667,7.47477218239787,6.5826482134396205
Constructed Space,0,Fingal,2,560.0,2,1,1,4,2,336.45,140.0,6.329720905522696,5.821417351189416
Extended Coverage,0,Dun Laoghaire,3,1410.0,2,2,0,3,1,305.89,282.0,7.252053951852814,5.726489377191272
Extended Coverage,353,Dun Laoghaire,3,1853.0,3,1,1,4,2,397.28,308.8333333333333,7.5251007461258,5.987155275519884
Extended Coverage,0,DCC,2,1455.0,2,2,0,3,1,538.25,363.75,7.283448228756631,6.290179285269266
Extended Coverage,17,Dun Laoghaire,2,1138.0,2,1,1,2,1,1097.1,284.5,7.037905963447182,7.001336692603667
Extended Coverage,138,DCC,3,1200.0,2,0,1,7,2,628.98,240.0,7.0909098220799835,6.445688072849917
Extended Coverage,0,Fingal,2,1200.0,2,2,0,7,2,349.96,300.0,7.0909098220799835,5.860672256857958
Land Parcel,18,Fingal,2,1200.0,1,1,0,7,2,340.5,400.0,7.0909098220799835,5.833347679010845
Extended Coverage,170,Dun Laoghaire,3,1870.0,3,2,1,2,1,837.59,311.6666666666667,7.534228326274089,6.731721910029265
Extended Coverage,138,DCC,2,1199.0,2,1,1,7,2,814.1,299.75,7.090076835776092,6.703310805100412
Extended Coverage,0,South Dublin,3,1360.0,2,2,1,5,2,454.0,272.0,7.215975002651466,6.12029741895095
Extended Coverage,0,South Dublin,3,1230.0,3,3,0,3,1,489.07,205.0,7.115582126184454,6.19454823804442
Extended Coverage,0,Fingal,3,2000.0,3,2,0,5,2,681.0,333.3333333333333,7.601402334583733,6.525029657843462
Extended Coverage,0,DCC,2,1047.0,2,1,0,4,2,899.76,261.75,6.954638864880987,6.803238851426139
Land Parcel,48,DCC,2,1200.0,2,1,0,5,2,718.83,300.0,7.0909098220799835,6.579015073020373
Extended Coverage,0,DCC,2,725.0,2,1,0,1,0,469.66,181.25,6.587550014824796,6.154135964978814
Extended Coverage,0,DCC,3,1645.0,3,1,1,1,0,689.97,274.1666666666667,7.406103381237015,6.53809640748511
Constructed Space,0,South Dublin,2,870.0,2,1,1,1,0,847.99,217.5,6.769641976852503,6.7440474076789645
Extended Coverage,0,Fingal,2,1026.0,2,1,0,3,1,552.57,256.5,6.934397209928558,6.316388212083643
Constructed Space,199,Other,3,2000.0,3,1,0,5,2,822.88,333.3333333333333,7.601402334583733,6.714024888236277
Extended Coverage,108,DCC,3,1766.0,3,1,1,3,1,835.5,294.3333333333333,7.4770384723196965,6.729226520426879
Extended Coverage,0,Fingal,1,500.0,1,1,1,2,1,340.5,250.0,6.2166061010848646,5.833347679010845
Constructed Space,108,DCC,2,1100.0,1,1,0,5,2,154.77,366.6666666666667,7.00397413672268,5.048380560338514
Extended Coverage,0,DCC,3,1221.0,3,3,0,7,2,483.37,203.5,7.108244139731541,6.182849077473688
Extended Coverage,0,DCC,1,680.0,1,1,0,5,2,767.79,340.0,6.523562306149512,6.644817850287408
Extended Coverage,0,Dun Laoghaire,2,1278.0,2,2,0,4,2,799.3,319.5,7.153833801578843,6.684986657373001
Extended Coverage,0,South Dublin,2,1025.0,2,2,0,6,2,730.83,256.25,6.933423025730715,6.595548246552167
Extended Coverage,230,Dun Laoghaire,2,1175.0,2,1,1,4,2,376.72,293.75,7.069874128458572,5.934153180394868
Extended Coverage,0,Other,2,850.0,2,1,0,2,1,560.82,212.5,6.7464121285733745,6.331181513894084
Extended Coverage,0,South Dublin,2,710.0,2,0,1,1,0,399.65,177.5,6.566672429803241,5.99308822822408
Constructed Space,352,Fingal,2,1165.0,2,1,0,4,2,327.74,291.25,7.061334366910438,5.795267164778379
Extended Coverage,108,DCC,1,625.0,1,1,0,2,1,345.04,312.5,6.439350371100098,5.846554375312174
Extended Coverage,0,DCC,3,1340.0,3,1,0,4,2,559.03,223.33333333333334,7.201170883281678,6.3279903537228686
Extended Coverage,0,Fingal,2,937.0,2,1,0,2,1,423.96,234.25,6.843749949006225,6.051995046848014
Extended Coverage,0,DCC,1,750.0,1,1,0,1,0,794.5,375.0,6.621405651764134,6.678970847777841
Constructed Space,0,South Dublin,3,1475.0,3,3,1,4,2,600.2,245.83333333333334,7.297091005160418,6.3989276578788195
Land Parcel,0,Fingal,4,2230.0,4,1,0,2,1,661.66,278.75,7.7102051944325325,6.49626203813563
Land Parcel,0,DCC,2,900.0,2,0,0,2,1,819.72,225.0,6.803505257608338,6.710182003779457
Extended Coverage,0,Fingal,2,1116.0,2,2,0,6,2,376.3,279.0,7.018401799069201,5.933040626970265
Constructed Space,0,DCC,2,948.0,2,1,0,3,1,897.94,237.0,6.855408798609928,6.801216291421215
Extended Coverage,0,Fingal,2,970.0,2,1,1,5,2,643.56,242.5,6.878326468291325,6.468567913468941
Extended Coverage,0,Fingal,3,1519.0,3,2,0,6,2,502.34,253.16666666666666,7.326465613840322,6.221265886086258
Extended Coverage,0,Dun Laoghaire,3,1200.0,2,1,1,2,1,614.79,240.0,7.0909098220799835,6.422905996319896
Extended Coverage,0,DCC,3,1760.0,3,2,0,5,2,819.01,293.3333333333333,7.473637108496206,6.70931653530589
Extended Coverage,0,Fingal,3,1914.0,3,3,1,4,2,1061.47,319.0,7.557472901614746,6.968351665105831
Extended Coverage,0,DCC,3,1820.0,3,2,0,5,2,533.2,303.3333333333333,7.507141079727608,6.280770300675861
Extended Coverage,0,DCC,3,1820.0,3,2,1,4,2,579.97,303.3333333333333,7.507141079727608,6.364699120406897
Constructed Space,0,Fingal,3,1565.0,3,2,0,7,2,565.69,260.8333333333333,7.356279876550748,6.339812416999059
Extended Coverage,0,DCC,2,1334.0,2,3,0,6,2,363.22,333.5,7.19668657083435,5.897758080667674
Extended Coverage,78,South Dublin,2,924.0,2,2,1,3,1,936.37,231.0,6.829793737512425,6.843078081562788
Extended Coverage,0,DCC,2,914.0,2,2,1,7,2,608.48,228.5,6.818924065275521,6.412606134601154
Constructed Space,0,DCC,1,500.0,1,1,0,5,2,385.9,250.0,6.2166061010848646,5.9581662617064675
Extended Coverage,77,Dun Laoghaire,3,2145.0,3,3,1,2,1,661.42,357.5,7.671360923190644,6.495899795851958
Constructed Space,108,Dun Laoghaire,3,1650.0,3,2,1,2,1,687.88,275.0,7.409136443920128,6.535067090387909
Constructed Space,352,Dun Laoghaire,2,1020.0,2,1,1,3,1,327.7,255.0,6.928537818164665,5.795145480670174
Constructed Space,0,South Dublin,2,1180.0,2,3,1,1,0,557.88,295.0,7.074116816197362,6.325934781058522
Extended Coverage,0,South Dublin,2,1255.0,2,3,0,5,2,1085.26,313.75,7.135687347028144,6.990495882521117
Extended Coverage,0,Fingal,2,1014.0,2,1,0,5,2,391.77,253.5,6.922643891475888,5.973224198818194
Constructed Space,0,South Dublin,4,920.0,2,0,0,3,1,1110.33,153.33333333333334,6.825460036255307,7.0133127752380116
Extended Coverage,0,Fingal,2,695.0,1,1,0,4,2,408.27,231.66666666666666,6.54534966033442,6.014375084941085
Land Parcel,0,South Dublin,3,2273.0,4,3,0,7,2,1098.55,324.7142857142857,7.729295674310482,7.002656284176857
Extended Coverage,77,South Dublin,2,1140.0,2,2,0,4,2,487.35,285.0,7.039660349862076,6.191032361893486
Extended Coverage,0,Dun Laoghaire,2,1180.0,2,2,0,6,2,394.36,295.0,7.074116816197362,5.9797967422403
Extended Coverage,232,DCC,4,2400.0,4,2,0,4,2,718.83,300.0,7.783640596221253,6.579015073020373
Extended Coverage,0,Fingal,2,850.0,1,1,0,5,2,333.82,283.3333333333333,6.7464121285733745,5.813593073987639
Extended Coverage,0,DCC,2,1200.0,2,1,0,5,2,567.5,300.0,7.0909098220799835,6.343001313190591
Extended Coverage,0,DCC,3,1769.0,3,3,0,5,2,621.52,294.8333333333333,7.478734825567875,6.433775756336809
Usable Interior,352,DCC,4,1554.3,4,1,0,2,1,956.6,194.2875,7.349423732050514,6.864430154243763
Extended Coverage,0,Fingal,2,1243.0,2,2,0,6,2,420.03,310.75,7.126087273299125,6.042704090050949
Extended Coverage,0,South Dublin,2,905.0,2,1,0,7,2,501.66,226.25,6.80903930604298,6.219913997212373
Constructed Space,0,DCC,1,627.0,1,1,0,4,2,543.06,313.5,6.4425401664681985,6.299059534891641
Extended Coverage,0,Fingal,3,1435.0,3,1,0,5,2,577.39,239.16666666666666,7.269616749608169,6.360248381621791
Constructed Space,0,South Dublin,3,1620.0,3,2,0,4,2,910.8,270.0,7.390798521735676,6.815420667779341
Extended Coverage,0,Dun Laoghaire,3,1862.0,3,2,0,4,2,761.95,310.3333333333333,7.529943370601589,6.637192498337745
Extended Coverage,323,South Dublin,2,674.0,1,1,0,7,2,335.11,224.66666666666666,6.51471269087253,5.817438487338134
Extended Coverage,0,Fingal,2,1220.0,2,1,1,4,2,548.89,305.0,7.107425474110705,6.30971825822385
Extended Coverage,0,Fingal,2,1027.0,2,2,0,3,1,486.27,256.75,6.93537044601511,6.188818384235889
Extended Coverage,0,Dun Laoghaire,2,1025.0,2,1,0,3,1,542.59,256.25,6.933423025730715,6.298195286228459
Extended Coverage,0,Dun Laoghaire,3,1430.0,2,3,1,2,1,432.57,286.0,7.266128779556451,6.072053259539941
Extended Coverage,0,DCC,2,1235.0,2,3,0,2,1,597.37,308.75,7.119635638017636,6.394209291713692
Extended Coverage,0,DCC,3,1291.0,2,3,0,7,2,281.33,258.2,7.163946684342547,5.643076599538806
Extended Coverage,0,Dun Laoghaire,3,1498.0,3,2,0,6,2,719.79,249.66666666666666,7.312553498102598,6.580347832723973
Extended Coverage,108,Dun Laoghaire,2,1000.0,2,1,0,4,2,337.1,250.0,6.90875477931522,5.823341709713841
Land Parcel,0,Fingal,2,922.0,2,1,0,3,1,861.71,230.5,6.827629234502852,6.760078597530363
Constructed Space,0,Fingal,2,850.0,2,1,1,5,2,961.41,212.5,6.7464121285733745,6.869440555296428
Extended Coverage,0,South Dublin,2,1123.0,2,2,1,5,2,646.84,280.75,7.024649030453636,6.473643752283851
Extended Coverage,0,Fingal,2,1235.0,2,1,0,6,2,689.27,308.75,7.119635638017636,6.537082825399551
Extended Coverage,0,South Dublin,2,1250.0,2,1,0,3,1,504.39,312.5,7.1316985104669115,6.225330408450468
Extended Coverage,322,Dun Laoghaire,2,984.0,2,1,1,2,1,529.55,246.0,6.892641641172089,6.273914204319599
Extended Coverage,0,Dun Laoghaire,2,1305.0,2,1,1,1,0,861.03,326.25,7.174724309836376,6.759290072842313
Land Parcel,0,Fingal,2,1200.0,1,0,0,4,2,614.79,400.0,7.0909098220799835,6.422905996319896
Extended Coverage,0,DCC,4,2010.0,3,2,1,4,2,705.85,287.14285714285717,7.606387389772652,6.560818479313042
Constructed Space,0,DCC,2,995.0,2,0,1,4,2,479.1,248.75,6.903747257584598,6.173994415536895
Constructed Space,0,South Dublin,2,1277.0,2,2,0,2,1,524.39,319.25,7.15305163493748,6.264140843952683
Extended Coverage,0,Fingal,2,1236.0,2,2,0,5,2,563.18,309.0,7.1204443723924875,6.335373349517041
Extended Coverage,0,DCC,2,1265.0,2,3,0,1,0,601.15,316.25,7.143617602704121,6.4005065837064885
Extended Coverage,0,Fingal,3,1442.0,3,2,0,2,1,442.67,240.33333333333334,7.274479558773871,6.095081042846788
Extended Coverage,0,South Dublin,2,1224.0,2,2,0,2,1,649.1,306.0,7.110696122978827,6.477126197210423
